peak_index,original_peak,drawn_peak,factor
2674,0.00013826238744577522,0.0,0.0
2700,-0.00013826238744577522,0.0,-0.0
2715,0.0,0.0,1.0
2721,-6.913119372288761e-05,0.0,-0.0
2727,-3.4565596861443806e-05,0.0,-0.0
2743,-0.00013826238744577522,0.0,-0.0
2746,-0.00010369679058433142,0.0,-0.0
2752,-0.00013826238744577522,0.0,-0.0
2769,6.913119372288761e-05,0.0,0.0
2788,-0.00017282798430721903,0.0,-0.0
2821,0.00010369679058433142,0.0,0.0
2826,6.913119372288761e-05,0.0,0.0
2828,0.00010369679058433142,0.0,0.0
2841,3.4565596861443806e-05,0.0,0.0
2846,6.913119372288761e-05,0.0,0.0
2852,0.0,0.0,1.0
2856,3.4565596861443806e-05,0.0,0.0
2861,-0.00010369679058433142,0.0,-0.0
2873,0.00013826238744577522,0.0,0.0
2891,0.0,0.0,1.0
2892,3.4565596861443806e-05,0.0,0.0
2907,-0.00010369679058433142,0.0,-0.0
2909,-8.641399215360951e-05,0.0,-0.0
2917,-0.00013826238744577522,0.0,-0.0
2919,-0.00010369679058433142,0.0,-0.0
2922,-0.00013826238744577522,0.0,-0.0
2928,-0.00010369679058433142,0.0,-0.0
2936,-0.00013826238744577522,0.0,-0.0
2941,-0.00010369679058433142,0.0,-0.0
2942,-0.00012097958901505332,0.0,-0.0
2951,-3.4565596861443806e-05,0.0,-0.0
2959,-8.641399215360951e-05,0.0,-0.0
2961,-6.913119372288761e-05,0.0,-0.0
2966,-0.00017282798430721903,0.0,-0.0
2980,-3.4565596861443806e-05,0.0,-0.0
2988,-6.913119372288761e-05,0.0,-0.0
3006,0.00010369679058433142,0.0,0.0
3011,3.4565596861443806e-05,0.0,0.0
3019,0.00020739358116866283,0.0,0.0
3047,-0.00013826238744577522,0.0,-0.0
3064,3.4565596861443806e-05,0.0,0.0
3069,-0.00010369679058433142,0.0,-0.0
3075,0.0,0.0,1.0
3100,-0.00020739358116866283,0.0,-0.0
3102,-0.00017282798430721903,0.0,-0.0
3105,-0.00020739358116866283,0.0,-0.0
3111,-0.00013826238744577522,0.0,-0.0
3117,-0.00020739358116866283,0.0,-0.0
3121,-0.00017282798430721903,0.0,-0.0
